source_image_relpath,patch_relpath,patch_index,confidence,monitoring_station,transect,assigned_annotator
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4832.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4832\Coral1.JPG,1,0.2328,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4828.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4828\Coral4.JPG,4,0.4285,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3094.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3094\Coral10.JPG,10,0.439,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3136.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3136\Coral3.JPG,3,0.291,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4883.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4883\Coral6.JPG,6,0.3142,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3129.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3129\Coral28.JPG,28,0.3487,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3118.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3118\Coral8.JPG,8,0.2475,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4824.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4824\Coral1.JPG,1,0.8285,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3114.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3114\Coral11.JPG,11,0.2587,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131\Coral42.JPG,42,0.2262,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4866.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4866\Coral2.JPG,2,0.3511,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4827.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4827\Coral5.JPG,5,0.5924,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3096.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3096\Coral1.JPG,1,0.4435,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3091.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3091\Coral5.JPG,5,0.5701,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3099.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3099\Coral3.JPG,3,0.4761,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3103.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3103\Coral12.JPG,12,0.4253,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3127.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3127\Coral1.JPG,1,0.4051,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4863.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4863\Coral18.JPG,18,0.2817,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3137.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3137\Coral2.JPG,2,0.3751,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4842.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4842\Coral24.JPG,24,0.1565,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3117.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3117\Coral7.JPG,7,0.5408,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3122.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3122\Coral12.JPG,12,0.2042,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4885.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4885\Coral6.JPG,6,0.3341,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4827.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4827\Coral15.JPG,15,0.3164,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3096.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3096\Coral2.JPG,2,0.3941,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4884.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4884\Coral4.JPG,4,0.3491,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3091.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3091\Coral24.JPG,24,0.232,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3099.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3099\Coral15.JPG,15,0.1545,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3106.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3106\Coral15.JPG,15,0.1842,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3106.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3106\Coral10.JPG,10,0.2419,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851\Coral24.JPG,24,0.25,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851\Coral33.JPG,33,0.1587,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851\Coral5.JPG,5,0.627,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851\Coral21.JPG,21,0.2725,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851\Coral25.JPG,25,0.2268,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851\Coral16.JPG,16,0.3364,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851\Coral8.JPG,8,0.549,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851\Coral18.JPG,18,0.2922,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111\Coral10.JPG,10,0.4234,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861\Coral16.JPG,16,0.1972,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861\Coral3.JPG,3,0.5675,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861\Coral9.JPG,9,0.3023,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861\Coral10.JPG,10,0.2525,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102\Coral10.JPG,10,0.2998,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102\Coral18.JPG,18,0.2261,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3104.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3104\Coral5.JPG,5,0.5765,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3104.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3104\Coral3.JPG,3,0.7023,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4852.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4852\Coral11.JPG,11,0.1759,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4852.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4852\Coral9.JPG,9,0.21,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4852.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4852\Coral6.JPG,6,0.2742,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4852.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4852\Coral8.JPG,8,0.2275,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral21.JPG,21,0.3916,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral7.JPG,7,0.6295,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral29.JPG,29,0.2603,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral6.JPG,6,0.6333,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral17.JPG,17,0.4319,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3119.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3119\Coral5.JPG,5,0.3353,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3119.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3119\Coral11.JPG,11,0.2589,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral34.JPG,34,0.184,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral9.JPG,9,0.5428,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral23.JPG,23,0.3606,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral26.JPG,26,0.3379,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral37.JPG,37,0.1778,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral18.JPG,18,0.438,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral35.JPG,35,0.183,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral19.JPG,19,0.4271,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral31.JPG,31,0.2593,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886\Coral9.JPG,9,0.434,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886\Coral5.JPG,5,0.6919,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886\Coral8.JPG,8,0.5431,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886\Coral1.JPG,1,0.777,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral42.JPG,42,0.1517,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral5.JPG,5,0.6718,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral29.JPG,29,0.2225,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral4.JPG,4,0.6832,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral13.JPG,13,0.5225,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral41.JPG,41,0.1536,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral19.JPG,19,0.3655,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4845.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4845\Coral5.JPG,5,0.4033,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109\Coral24.JPG,24,0.2169,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109\Coral15.JPG,15,0.3241,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109\Coral1.JPG,1,0.753,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109\Coral29.JPG,29,0.187,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109\Coral27.JPG,27,0.2,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3159.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3159\Coral25.JPG,25,0.1707,Coral Garden S,T2,1
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3160.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3160\Coral8.JPG,8,0.2101,Coral Garden S,T2,1
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3180.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3180\Coral6.JPG,6,0.3503,Coral Garden S,T2,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4936.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4936\Coral10.JPG,10,0.349,Coral Garden S,T2,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4893.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4893\Coral12.JPG,12,0.2493,Coral Garden S,T2,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4909.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4909\Coral1.JPG,1,0.8026,Coral Garden S,T2,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4946.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4946\Coral28.JPG,28,0.2314,Coral Garden S,T2,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4929.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4929\Coral5.JPG,5,0.1609,Coral Garden S,T2,1
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3177.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3177\Coral1.JPG,1,0.7433,Coral Garden S,T2,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4904.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4904\Coral14.JPG,14,0.2776,Coral Garden S,T2,1
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3178.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3178\Coral4.JPG,4,0.564,Coral Garden S,T2,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4923.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4923\Coral3.JPG,3,0.6558,Coral Garden S,T2,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4932.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4932\Coral7.JPG,7,0.1953,Coral Garden S,T2,1
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3162.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3162\Coral1.JPG,1,0.4496,Coral Garden S,T2,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4918.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4918\Coral23.JPG,23,0.1573,Coral Garden S,T2,1
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3183.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3183\Coral2.JPG,2,0.4236,Coral Garden S,T2,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4906.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4906\Coral27.JPG,27,0.16,Coral Garden S,T2,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4896.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4896\Coral7.JPG,7,0.3367,Coral Garden S,T2,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4902.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4902\Coral5.JPG,5,0.2237,Coral Garden S,T2,1
