source_image_relpath,patch_relpath,patch_index,confidence,monitoring_station,transect,assigned_annotator
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4853.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4853\Coral3.JPG,3,0.8042,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4836.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4836\Coral1.JPG,1,0.8478,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4881.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4881\Coral10.JPG,10,0.3219,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4883.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4883\Coral10.JPG,10,0.2461,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4842.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4842\Coral22.JPG,22,0.1618,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4869.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4869\Coral1.JPG,1,0.1673,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4885.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4885\Coral11.JPG,11,0.2367,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3095.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3095\Coral8.JPG,8,0.3073,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3098.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3098\Coral27.JPG,27,0.2034,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4847.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4847\Coral1.JPG,1,0.7821,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4844.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4844\Coral5.JPG,5,0.2496,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3099.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3099\Coral1.JPG,1,0.7197,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3106.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3106\Coral6.JPG,6,0.4706,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851\Coral32.JPG,32,0.1658,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102\Coral3.JPG,3,0.6237,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4868.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4868\Coral2.JPG,2,0.2779,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3135.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3135\Coral1.JPG,1,0.4591,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3103.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3103\Coral27.JPG,27,0.2318,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4863.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4863\Coral5.JPG,5,0.5237,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4839.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4839\Coral8.JPG,8,0.2521,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4836.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4836\Coral7.JPG,7,0.4594,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116\Coral14.JPG,14,0.2911,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3112.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3112\Coral9.JPG,9,0.6153,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3090.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3090\Coral18.JPG,18,0.3294,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4825.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4825\Coral18.JPG,18,0.1735,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3101.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3101\Coral7.JPG,7,0.4904,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3093.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3093\Coral4.JPG,4,0.4474,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4882.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4882\Coral2.JPG,2,0.158,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4862.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4862\Coral16.JPG,16,0.1567,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102\Coral12.JPG,12,0.2957,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3119.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3119\Coral7.JPG,7,0.3142,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4864.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4864\Coral4.JPG,4,0.3808,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4854.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4854\Coral1.JPG,1,0.7797,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3094.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3094\Coral20.JPG,20,0.1891,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4839.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4839\Coral7.JPG,7,0.2963,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3125.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3125\Coral11.JPG,11,0.3788,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3120.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3120\Coral8.JPG,8,0.303,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3136.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3136\Coral10.JPG,10,0.1826,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4883.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4883\Coral7.JPG,7,0.3078,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3129.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3129\Coral34.JPG,34,0.2351,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3118.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3118\Coral7.JPG,7,0.2512,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3132.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3132\Coral18.JPG,18,0.2895,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3112.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3112\Coral28.JPG,28,0.1579,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3108.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3108\Coral17.JPG,17,0.2414,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3089.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3089\Coral26.JPG,26,0.2236,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131\Coral5.JPG,5,0.6989,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3101.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3101\Coral33.JPG,33,0.176,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3095.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3095\Coral12.JPG,12,0.1801,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4862.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4862\Coral7.JPG,7,0.3161,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4830.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4830\Coral2.JPG,2,0.2312,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3106.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3106\Coral3.JPG,3,0.6381,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3106.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3106\Coral1.JPG,1,0.7008,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3106.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3106\Coral4.JPG,4,0.4966,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3106.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3106\Coral7.JPG,7,0.3979,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851\Coral1.JPG,1,0.7346,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851\Coral11.JPG,11,0.4675,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851\Coral27.JPG,27,0.2153,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851\Coral28.JPG,28,0.2081,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851\Coral29.JPG,29,0.2024,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111\Coral19.JPG,19,0.1918,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861\Coral15.JPG,15,0.2012,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861\Coral1.JPG,1,0.726,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102\Coral24.JPG,24,0.1752,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102\Coral19.JPG,19,0.2198,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102\Coral16.JPG,16,0.2449,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102\Coral20.JPG,20,0.2149,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3104.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3104\Coral4.JPG,4,0.6224,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3104.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3104\Coral13.JPG,13,0.3708,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3104.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3104\Coral6.JPG,6,0.5529,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4852.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4852\Coral13.JPG,13,0.1655,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral22.JPG,22,0.3839,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral9.JPG,9,0.5948,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral33.JPG,33,0.2157,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral3.JPG,3,0.733,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral8.JPG,8,0.6229,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3119.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3119\Coral12.JPG,12,0.2488,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral17.JPG,17,0.4387,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral32.JPG,32,0.2284,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral21.JPG,21,0.3939,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral25.JPG,25,0.3419,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886\Coral14.JPG,14,0.3232,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886\Coral19.JPG,19,0.2512,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886\Coral10.JPG,10,0.428,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886\Coral18.JPG,18,0.3056,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886\Coral13.JPG,13,0.3625,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886\Coral25.JPG,25,0.16,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4864.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4864\Coral8.JPG,8,0.1576,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4864.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4864\Coral3.JPG,3,0.3841,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral12.JPG,12,0.5389,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral16.JPG,16,0.4407,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral39.JPG,39,0.16,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral11.JPG,11,0.5683,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral27.JPG,27,0.2442,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral32.JPG,32,0.2009,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral21.JPG,21,0.3464,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4845.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4845\Coral4.JPG,4,0.4341,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4845.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4845\Coral3.JPG,3,0.4468,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109\Coral5.JPG,5,0.512,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109\Coral28.JPG,28,0.1905,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109\Coral31.JPG,31,0.1642,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4913.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4913\Coral5.JPG,5,0.3459,Coral Garden S,T2,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4937.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4937\Coral9.JPG,9,0.3138,Coral Garden S,T2,4
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3149.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3149\Coral13.JPG,13,0.2359,Coral Garden S,T2,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4905.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4905\Coral41.JPG,41,0.2119,Coral Garden S,T2,4
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3151.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3151\Coral13.JPG,13,0.2251,Coral Garden S,T2,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4924.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4924\Coral8.JPG,8,0.1906,Coral Garden S,T2,4
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3161.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3161\Coral3.JPG,3,0.3126,Coral Garden S,T2,4
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3158.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3158\Coral7.JPG,7,0.5168,Coral Garden S,T2,4
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3181.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3181\Coral13.JPG,13,0.2444,Coral Garden S,T2,4
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3182.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3182\Coral16.JPG,16,0.243,Coral Garden S,T2,4
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3192.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3192\Coral10.JPG,10,0.2045,Coral Garden S,T2,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4900.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4900\Coral13.JPG,13,0.2054,Coral Garden S,T2,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4917.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4917\Coral5.JPG,5,0.4557,Coral Garden S,T2,4
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3154.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3154\Coral10.JPG,10,0.3219,Coral Garden S,T2,4
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3144.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3144\Coral8.JPG,8,0.1516,Coral Garden S,T2,4
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191\Coral3.JPG,3,0.6586,Coral Garden S,T2,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4941.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4941\Coral29.JPG,29,0.17,Coral Garden S,T2,4
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3156.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3156\Coral7.JPG,7,0.254,Coral Garden S,T2,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4930.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4930\Coral3.JPG,3,0.1792,Coral Garden S,T2,4
