Name,Date,Monitoring Station,Transect number,Quadrat number,Temperature,Observer,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments
2024_AUG_CG_D_T1/GOPR4553.JPG,2024-08-03,Coral Garden D,T1,18,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4554.JPG,2024-08-03,Coral Garden D,T1,19,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4555.JPG,2024-08-03,Coral Garden D,T1,20,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4556.JPG,2024-08-03,Coral Garden D,T1,21,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4557.JPG,2024-08-03,Coral Garden D,T1,22,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4558.JPG,2024-08-03,Coral Garden D,T1,23,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4559.JPG,2024-08-03,Coral Garden D,T1,24,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4560.JPG,2024-08-03,Coral Garden D,T1,25,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4561.JPG,2024-08-03,Coral Garden D,T1,26,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4562.JPG,2024-08-03,Coral Garden D,T1,27,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4563.JPG,2024-08-03,Coral Garden D,T1,28,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4564.JPG,2024-08-03,Coral Garden D,T1,29,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4565.JPG,2024-08-03,Coral Garden D,T1,30,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4566.JPG,2024-08-03,Coral Garden D,T1,31,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4567.JPG,2024-08-03,Coral Garden D,T1,32,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4568.JPG,2024-08-03,Coral Garden D,T1,33,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4569.JPG,2024-08-03,Coral Garden D,T1,34,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4570.JPG,2024-08-03,Coral Garden D,T1,35,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4571.JPG,2024-08-03,Coral Garden D,T1,36,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4572.JPG,2024-08-03,Coral Garden D,T1,37,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4573.JPG,2024-08-03,Coral Garden D,T1,38,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4574.JPG,2024-08-03,Coral Garden D,T1,39,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4575.JPG,2024-08-03,Coral Garden D,T1,40,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4576.JPG,2024-08-03,Coral Garden D,T1,41,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4577.JPG,2024-08-03,Coral Garden D,T1,42,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4578.JPG,2024-08-03,Coral Garden D,T1,43,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4579.JPG,2024-08-03,Coral Garden D,T1,44,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4580.JPG,2024-08-03,Coral Garden D,T1,45,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4581.JPG,2024-08-03,Coral Garden D,T1,46,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4582.JPG,2024-08-03,Coral Garden D,T1,47,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4583.JPG,2024-08-03,Coral Garden D,T1,48,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4584.JPG,2024-08-03,Coral Garden D,T1,49,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T1/GOPR4585.JPG,2024-08-03,Coral Garden D,T1,50,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4588.JPG,2024-08-03,Coral Garden D,T2,1,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4589.JPG,2024-08-03,Coral Garden D,T2,2,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4590.JPG,2024-08-03,Coral Garden D,T2,3,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4591.JPG,2024-08-03,Coral Garden D,T2,4,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4592.JPG,2024-08-03,Coral Garden D,T2,5,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4593.JPG,2024-08-03,Coral Garden D,T2,6,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4594.JPG,2024-08-03,Coral Garden D,T2,7,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4595.JPG,2024-08-03,Coral Garden D,T2,8,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4596.JPG,2024-08-03,Coral Garden D,T2,9,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4597.JPG,2024-08-03,Coral Garden D,T2,10,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4598.JPG,2024-08-03,Coral Garden D,T2,11,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4599.JPG,2024-08-03,Coral Garden D,T2,12,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4600.JPG,2024-08-03,Coral Garden D,T2,13,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4601.JPG,2024-08-03,Coral Garden D,T2,14,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4602.JPG,2024-08-03,Coral Garden D,T2,15,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4603.JPG,2024-08-03,Coral Garden D,T2,16,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4604.JPG,2024-08-03,Coral Garden D,T2,17,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4605.JPG,2024-08-03,Coral Garden D,T2,18,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4606.JPG,2024-08-03,Coral Garden D,T2,29,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4607.JPG,2024-08-03,Coral Garden D,T2,20,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4608.JPG,2024-08-03,Coral Garden D,T2,21,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4609.JPG,2024-08-03,Coral Garden D,T2,22,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4610.JPG,2024-08-03,Coral Garden D,T2,23,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4611.JPG,2024-08-03,Coral Garden D,T2,24,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4612.JPG,2024-08-03,Coral Garden D,T2,25,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4613.JPG,2024-08-03,Coral Garden D,T2,26,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4614.JPG,2024-08-03,Coral Garden D,T2,27,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4615.JPG,2024-08-03,Coral Garden D,T2,28,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4616.JPG,2024-08-03,Coral Garden D,T2,29,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4617.JPG,2024-08-03,Coral Garden D,T2,30,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4618.JPG,2024-08-03,Coral Garden D,T2,31,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4619.JPG,2024-08-03,Coral Garden D,T2,32,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4620.JPG,2024-08-03,Coral Garden D,T2,33,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4621.JPG,2024-08-03,Coral Garden D,T2,34,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4622.JPG,2024-08-03,Coral Garden D,T2,35,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4623.JPG,2024-08-03,Coral Garden D,T2,36,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4624.JPG,2024-08-03,Coral Garden D,T2,37,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4625.JPG,2024-08-03,Coral Garden D,T2,38,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4626.JPG,2024-08-03,Coral Garden D,T2,39,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4627.JPG,2024-08-03,Coral Garden D,T2,40,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4628.JPG,2024-08-03,Coral Garden D,T2,41,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4629.JPG,2024-08-03,Coral Garden D,T2,42,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4630.JPG,2024-08-03,Coral Garden D,T2,43,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4631.JPG,2024-08-03,Coral Garden D,T2,44,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4632.JPG,2024-08-03,Coral Garden D,T2,45,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4633.JPG,2024-08-03,Coral Garden D,T2,46,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4634.JPG,2024-08-03,Coral Garden D,T2,47,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T2/GOPR4635.JPG,2024-08-03,Coral Garden D,T2,48,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4643.JPG,2024-08-03,Coral Garden D,T3,1,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4647.JPG,2024-08-03,Coral Garden D,T3,2,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4648.JPG,2024-08-03,Coral Garden D,T3,3,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4649.JPG,2024-08-03,Coral Garden D,T3,4,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4650.JPG,2024-08-03,Coral Garden D,T3,5,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4651.JPG,2024-08-03,Coral Garden D,T3,6,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4652.JPG,2024-08-03,Coral Garden D,T3,7,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4653.JPG,2024-08-03,Coral Garden D,T3,8,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4654.JPG,2024-08-03,Coral Garden D,T3,9,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4655.JPG,2024-08-03,Coral Garden D,T3,10,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4656.JPG,2024-08-03,Coral Garden D,T3,11,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4657.JPG,2024-08-03,Coral Garden D,T3,12,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4658.JPG,2024-08-03,Coral Garden D,T3,13,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4659.JPG,2024-08-03,Coral Garden D,T3,14,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4660.JPG,2024-08-03,Coral Garden D,T3,15,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4661.JPG,2024-08-03,Coral Garden D,T3,16,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4662.JPG,2024-08-03,Coral Garden D,T3,17,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4663.JPG,2024-08-03,Coral Garden D,T3,18,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4664.JPG,2024-08-03,Coral Garden D,T3,19,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4665.JPG,2024-08-03,Coral Garden D,T3,20,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4666.JPG,2024-08-03,Coral Garden D,T3,21,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4667.JPG,2024-08-03,Coral Garden D,T3,22,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4668.JPG,2024-08-03,Coral Garden D,T3,23,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4669.JPG,2024-08-03,Coral Garden D,T3,24,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4670.JPG,2024-08-03,Coral Garden D,T3,25,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4671.JPG,2024-08-03,Coral Garden D,T3,26,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4672.JPG,2024-08-03,Coral Garden D,T3,27,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4673.JPG,2024-08-03,Coral Garden D,T3,28,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4674.JPG,2024-08-03,Coral Garden D,T3,29,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4675.JPG,2024-08-03,Coral Garden D,T3,30,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4676.JPG,2024-08-03,Coral Garden D,T3,31,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4677.JPG,2024-08-03,Coral Garden D,T3,32,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4678.JPG,2024-08-03,Coral Garden D,T3,33,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4679.JPG,2024-08-03,Coral Garden D,T3,34,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4680.JPG,2024-08-03,Coral Garden D,T3,35,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4681.JPG,2024-08-03,Coral Garden D,T3,36,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4682.JPG,2024-08-03,Coral Garden D,T3,37,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4683.JPG,2024-08-03,Coral Garden D,T3,38,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4684.JPG,2024-08-03,Coral Garden D,T3,39,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4685.JPG,2024-08-03,Coral Garden D,T3,40,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4686.JPG,2024-08-03,Coral Garden D,T3,41,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4689.JPG,2024-08-03,Coral Garden D,T3,42,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4690.JPG,2024-08-03,Coral Garden D,T3,43,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4691.JPG,2024-08-03,Coral Garden D,T3,44,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4692.JPG,2024-08-03,Coral Garden D,T3,45,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4693.JPG,2024-08-03,Coral Garden D,T3,46,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4694.JPG,2024-08-03,Coral Garden D,T3,47,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4695.JPG,2024-08-03,Coral Garden D,T3,48,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4696.JPG,2024-08-03,Coral Garden D,T3,49,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_D_T3/GOPR4697.JPG,2024-08-03,Coral Garden D,T3,50,30,,,"13,51937","120,95555",8,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4824.JPG,2024-08-04,Coral Garden S,T1,1,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4825.JPG,2024-08-04,Coral Garden S,T1,2,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4826.JPG,2024-08-04,Coral Garden S,T1,3,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4827.JPG,2024-08-04,Coral Garden S,T1,4,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4828.JPG,2024-08-04,Coral Garden S,T1,5,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4829.JPG,2024-08-04,Coral Garden S,T1,6,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4830.JPG,2024-08-04,Coral Garden S,T1,7,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4831.JPG,2024-08-04,Coral Garden S,T1,8,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4832.JPG,2024-08-04,Coral Garden S,T1,9,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4833.JPG,2024-08-04,Coral Garden S,T1,10,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4834.JPG,2024-08-04,Coral Garden S,T1,11,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4835.JPG,2024-08-04,Coral Garden S,T1,12,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4836.JPG,2024-08-04,Coral Garden S,T1,13,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4837.JPG,2024-08-04,Coral Garden S,T1,14,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4838.JPG,2024-08-04,Coral Garden S,T1,15,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4839.JPG,2024-08-04,Coral Garden S,T1,16,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4840.JPG,2024-08-04,Coral Garden S,T1,17,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4841.JPG,2024-08-04,Coral Garden S,T1,18,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4842.JPG,2024-08-04,Coral Garden S,T1,19,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4843.JPG,2024-08-04,Coral Garden S,T1,20,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4844.JPG,2024-08-04,Coral Garden S,T1,21,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4845.JPG,2024-08-04,Coral Garden S,T1,22,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4846.JPG,2024-08-04,Coral Garden S,T1,23,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4847.JPG,2024-08-04,Coral Garden S,T1,24,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4848.JPG,2024-08-04,Coral Garden S,T1,25,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4849.JPG,2024-08-04,Coral Garden S,T1,26,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4850.JPG,2024-08-04,Coral Garden S,T1,27,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4851.JPG,2024-08-04,Coral Garden S,T1,28,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4852.JPG,2024-08-04,Coral Garden S,T1,29,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4853.JPG,2024-08-04,Coral Garden S,T1,30,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4854.JPG,2024-08-04,Coral Garden S,T1,31,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4855.JPG,2024-08-04,Coral Garden S,T1,32,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
2024_AUG_CG_S_T1/GOPR4857.JPG,2024-08-04,Coral Garden S,T1,33,30,,,"13,51937","120,95555",4,GoPro 9,,,,,,
