source_image_relpath,patch_relpath,patch_index,confidence,monitoring_station,transect,assigned_annotator
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3107.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3107\Coral2.JPG,2,0.49,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3098.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3098\Coral12.JPG,12,0.4376,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3093.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3093\Coral5.JPG,5,0.4421,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3121.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3121\Coral10.JPG,10,0.2519,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3124.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3124\Coral20.JPG,20,0.3003,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3106.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3106\Coral14.JPG,14,0.2054,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851\Coral19.JPG,19,0.2845,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851\Coral23.JPG,23,0.2535,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851\Coral7.JPG,7,0.5512,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851\Coral3.JPG,3,0.7118,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851\Coral6.JPG,6,0.5995,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3133.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3133\Coral2.JPG,2,0.427,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3133.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3133\Coral6.JPG,6,0.243,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111\Coral3.JPG,3,0.6202,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111\Coral5.JPG,5,0.5473,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111\Coral15.JPG,15,0.2967,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111\Coral4.JPG,4,0.6069,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861\Coral14.JPG,14,0.2124,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861\Coral18.JPG,18,0.1905,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861\Coral22.JPG,22,0.1713,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861\Coral20.JPG,20,0.1817,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861\Coral13.JPG,13,0.2135,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861\Coral2.JPG,2,0.7205,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861\Coral23.JPG,23,0.1526,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102\Coral11.JPG,11,0.2995,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102\Coral15.JPG,15,0.2463,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102\Coral26.JPG,26,0.165,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102\Coral6.JPG,6,0.4429,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3104.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3104\Coral28.JPG,28,0.1688,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3104.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3104\Coral15.JPG,15,0.3277,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3104.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3104\Coral14.JPG,14,0.37,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4852.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4852\Coral7.JPG,7,0.2687,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4852.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4852\Coral5.JPG,5,0.2908,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral1.JPG,1,0.7963,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral25.JPG,25,0.3046,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral16.JPG,16,0.4583,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral31.JPG,31,0.2291,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral34.JPG,34,0.2132,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral23.JPG,23,0.348,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral32.JPG,32,0.2232,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral14.JPG,14,0.4699,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3119.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3119\Coral13.JPG,13,0.2111,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3119.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3119\Coral17.JPG,17,0.1519,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral30.JPG,30,0.2767,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral5.JPG,5,0.6127,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral2.JPG,2,0.6781,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral38.JPG,38,0.1658,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886\Coral6.JPG,6,0.596,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886\Coral17.JPG,17,0.307,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886\Coral20.JPG,20,0.2003,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886\Coral16.JPG,16,0.3083,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4864.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4864\Coral2.JPG,2,0.3849,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4864.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4864\Coral7.JPG,7,0.2032,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral37.JPG,37,0.166,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral30.JPG,30,0.2161,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4845.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4845\Coral10.JPG,10,0.167,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109\Coral10.JPG,10,0.4165,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109\Coral23.JPG,23,0.2181,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109\Coral7.JPG,7,0.4477,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109\Coral12.JPG,12,0.3764,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3186.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3186\Coral4.JPG,4,0.6057,Coral Garden S,T2,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4926.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4926\Coral4.JPG,4,0.3416,Coral Garden S,T2,5
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3174.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3174\Coral4.JPG,4,0.2864,Coral Garden S,T2,5
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3184.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3184\Coral11.JPG,11,0.1834,Coral Garden S,T2,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4921.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4921\Coral15.JPG,15,0.1683,Coral Garden S,T2,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4912.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4912\Coral11.JPG,11,0.4842,Coral Garden S,T2,5
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3152.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3152\Coral16.JPG,16,0.3611,Coral Garden S,T2,5
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3188.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3188\Coral24.JPG,24,0.2405,Coral Garden S,T2,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4916.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4916\Coral8.JPG,8,0.6012,Coral Garden S,T2,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4911.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4911\Coral7.JPG,7,0.314,Coral Garden S,T2,5
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3145.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3145\Coral2.JPG,2,0.4385,Coral Garden S,T2,5
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3189.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3189\Coral1.JPG,1,0.4133,Coral Garden S,T2,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4925.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4925\Coral11.JPG,11,0.1661,Coral Garden S,T2,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4903.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4903\Coral2.JPG,2,0.1613,Coral Garden S,T2,5
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3150.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3150\Coral13.JPG,13,0.2118,Coral Garden S,T2,5
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3157.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3157\Coral4.JPG,4,0.2537,Coral Garden S,T2,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4940.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4940\Coral7.JPG,7,0.3519,Coral Garden S,T2,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4943.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4943\Coral28.JPG,28,0.2297,Coral Garden S,T2,5
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3175.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3175\Coral3.JPG,3,0.2143,Coral Garden S,T2,5
