source_image_relpath,patch_relpath,patch_index,confidence,monitoring_station,transect,assigned_annotator
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3136.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3136\Coral9.JPG,9,0.193,Coral Garden S,T1,3
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4883.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4883\Coral10.JPG,10,0.2461,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4842.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4842\Coral22.JPG,22,0.1618,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3129.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3129\Coral16.JPG,16,0.5095,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3118.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3118\Coral2.JPG,2,0.5493,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3132.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3132\Coral9.JPG,9,0.4696,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4855.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4855\Coral5.JPG,5,0.16,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4824.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4824\Coral17.JPG,17,0.211,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3117.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3117\Coral20.JPG,20,0.3715,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3112.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3112\Coral14.JPG,14,0.3525,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3090.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3090\Coral22.JPG,22,0.2857,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3108.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3108\Coral6.JPG,6,0.4388,Coral Garden S,T1,3
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3114.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3114\Coral6.JPG,6,0.4167,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3089.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3089\Coral14.JPG,14,0.334,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3122.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3122\Coral7.JPG,7,0.3206,Coral Garden S,T1,3
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4869.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4869\Coral1.JPG,1,0.1673,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131\Coral30.JPG,30,0.2983,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4866.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4866\Coral1.JPG,1,0.7314,Coral Garden S,T1,3
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4885.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4885\Coral11.JPG,11,0.2367,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4829.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4829\Coral2.JPG,2,0.6475,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3105.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3105\Coral14.JPG,14,0.229,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4825.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4825\Coral5.JPG,5,0.3591,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3101.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3101\Coral3.JPG,3,0.6288,Coral Garden S,T1,3
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4846.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4846\Coral8.JPG,8,0.2211,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4843.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4843\Coral3.JPG,3,0.5046,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3107.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3107\Coral9.JPG,9,0.2314,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3095.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3095\Coral8.JPG,8,0.3073,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4827.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4827\Coral14.JPG,14,0.3322,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3098.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3098\Coral27.JPG,27,0.2034,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4847.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4847\Coral1.JPG,1,0.7821,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3093.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3093\Coral2.JPG,2,0.666,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4882.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4882\Coral1.JPG,1,0.1995,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3121.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3121\Coral3.JPG,3,0.4681,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4862.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4862\Coral10.JPG,10,0.243,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4840.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4840\Coral8.JPG,8,0.2959,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3096.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3096\Coral5.JPG,5,0.2552,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3124.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3124\Coral28.JPG,28,0.1674,Coral Garden S,T1,3
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4830.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4830\Coral1.JPG,1,0.8266,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4848.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4848\Coral23.JPG,23,0.3576,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4844.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4844\Coral5.JPG,5,0.2496,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4884.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4884\Coral11.JPG,11,0.2538,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3091.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3091\Coral29.JPG,29,0.1604,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3099.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3099\Coral1.JPG,1,0.7197,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4857.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4857\Coral1.JPG,1,0.2928,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3106.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3106\Coral6.JPG,6,0.4706,Coral Garden S,T1,4
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851\Coral32.JPG,32,0.1658,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3133.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3133\Coral3.JPG,3,0.3429,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111\Coral12.JPG,12,0.3946,Coral Garden S,T1,3
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861\Coral12.JPG,12,0.2288,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102\Coral3.JPG,3,0.6237,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3104.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3104\Coral25.JPG,25,0.2252,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4852.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4852\Coral4.JPG,4,0.2929,Coral Garden S,T1,3
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral26.JPG,26,0.2956,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3119.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3119\Coral4.JPG,4,0.4627,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3097.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3097\Coral1.JPG,1,0.7474,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4868.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4868\Coral2.JPG,2,0.2779,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral8.JPG,8,0.5569,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886\Coral24.JPG,24,0.1612,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4864.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4864\Coral5.JPG,5,0.3726,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral25.JPG,25,0.2917,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4845.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4845\Coral9.JPG,9,0.1798,Coral Garden S,T1,5
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109\Coral2.JPG,2,0.7122,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4841.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4841\Coral12.JPG,12,0.1952,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3088.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3088\Coral1.JPG,1,0.6837,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3123.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3123\Coral21.JPG,21,0.29,Coral Garden S,T1,1
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4826.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4826\Coral1.JPG,1,0.8511,Coral Garden S,T1,3
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4849.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4849\Coral46.JPG,46,0.1833,Coral Garden S,T1,3
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4859.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4859\Coral1.JPG,1,0.8457,Coral Garden S,T1,3
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3128.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3128\Coral5.JPG,5,0.5642,Coral Garden S,T1,3
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3134.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3134\Coral6.JPG,6,0.2715,Coral Garden S,T1,3
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4854.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4854\Coral9.JPG,9,0.2216,Coral Garden S,T1,3
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4832.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4832\Coral1.JPG,1,0.2328,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3135.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3135\Coral1.JPG,1,0.4591,Coral Garden S,T1,4
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3126.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3126\Coral3.JPG,3,0.2923,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4858.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4858\Coral1.JPG,1,0.771,Coral Garden S,T1,5
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4828.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4828\Coral4.JPG,4,0.4285,Coral Garden S,T1,1
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3100.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3100\Coral17.JPG,17,0.2549,Coral Garden S,T1,3
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3094.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3094\Coral10.JPG,10,0.439,Coral Garden S,T1,1
