source_image_relpath,patch_relpath,patch_index,confidence,monitoring_station,transect,assigned_annotator
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116\Coral3.JPG,3,0.656,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4824.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4824\Coral12.JPG,12,0.2574,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3105.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3105\Coral10.JPG,10,0.3221,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4840.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4840\Coral4.JPG,4,0.3336,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4848.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4848\Coral3.JPG,3,0.6455,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4844.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4844\Coral3.JPG,3,0.2994,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3106.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3106\Coral9.JPG,9,0.3035,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3106.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3106\Coral13.JPG,13,0.2067,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851\Coral12.JPG,12,0.4413,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851\Coral14.JPG,14,0.4098,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851\Coral20.JPG,20,0.2813,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851\Coral31.JPG,31,0.1731,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851\Coral10.JPG,10,0.4743,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4851\Coral15.JPG,15,0.3869,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3133.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3133\Coral1.JPG,1,0.5406,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3133.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3133\Coral4.JPG,4,0.2819,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111\Coral2.JPG,2,0.6965,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861\Coral11.JPG,11,0.2386,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861\Coral6.JPG,6,0.3521,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861\Coral8.JPG,8,0.3243,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861\Coral17.JPG,17,0.1912,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4861\Coral7.JPG,7,0.3282,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102\Coral7.JPG,7,0.4401,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102\Coral9.JPG,9,0.3276,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102\Coral23.JPG,23,0.1886,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3102\Coral8.JPG,8,0.3356,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3104.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3104\Coral23.JPG,23,0.2518,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3104.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3104\Coral8.JPG,8,0.4726,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3104.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3104\Coral1.JPG,1,0.7697,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4852.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4852\Coral12.JPG,12,0.1718,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4852.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4852\Coral3.JPG,3,0.5077,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4852.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4852\Coral1.JPG,1,0.7311,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral15.JPG,15,0.4679,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral30.JPG,30,0.2313,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral10.JPG,10,0.5939,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral11.JPG,11,0.5146,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral27.JPG,27,0.2874,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3119.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3119\Coral3.JPG,3,0.5118,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3119.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3119\Coral2.JPG,2,0.5467,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3119.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3119\Coral1.JPG,1,0.6058,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3119.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3119\Coral16.JPG,16,0.1536,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral22.JPG,22,0.3789,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral16.JPG,16,0.4389,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral3.JPG,3,0.6173,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral12.JPG,12,0.4954,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral1.JPG,1,0.696,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886\Coral4.JPG,4,0.7057,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886\Coral3.JPG,3,0.7481,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886\Coral2.JPG,2,0.7706,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886\Coral15.JPG,15,0.3133,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4886\Coral11.JPG,11,0.3926,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral7.JPG,7,0.6249,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral10.JPG,10,0.5713,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral3.JPG,3,0.6902,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral15.JPG,15,0.4563,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral26.JPG,26,0.2672,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral24.JPG,24,0.3161,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral35.JPG,35,0.1972,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral28.JPG,28,0.2291,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral31.JPG,31,0.2107,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3092\Coral36.JPG,36,0.1758,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4845.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4845\Coral7.JPG,7,0.2212,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4845.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4845\Coral1.JPG,1,0.6965,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4845.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T1\GOPR4845\Coral11.JPG,11,0.1518,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109\Coral11.JPG,11,0.4078,Coral Garden S,T1,2
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109\Coral32.JPG,32,0.1513,Coral Garden S,T1,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4907.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4907\Coral22.JPG,22,0.1562,Coral Garden S,T2,2
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3168.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3168\Coral23.JPG,23,0.493,Coral Garden S,T2,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4922.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4922\Coral29.JPG,29,0.1627,Coral Garden S,T2,2
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3187.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3187\Coral11.JPG,11,0.3048,Coral Garden S,T2,2
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3153.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3153\Coral3.JPG,3,0.5485,Coral Garden S,T2,2
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3170.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3170\Coral7.JPG,7,0.1749,Coral Garden S,T2,2
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3163.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3163\Coral3.JPG,3,0.6763,Coral Garden S,T2,2
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3165.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3165\Coral2.JPG,2,0.7704,Coral Garden S,T2,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4897.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4897\Coral1.JPG,1,0.3971,Coral Garden S,T2,2
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3148.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3148\Coral8.JPG,8,0.4221,Coral Garden S,T2,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4933.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4933\Coral1.JPG,1,0.2438,Coral Garden S,T2,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4931.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4931\Coral3.JPG,3,0.3323,Coral Garden S,T2,2
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3164.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3164\Coral40.JPG,40,0.2321,Coral Garden S,T2,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4927.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4927\Coral6.JPG,6,0.4606,Coral Garden S,T2,2
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3169.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3169\Coral1.JPG,1,0.5494,Coral Garden S,T2,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4908.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4908\Coral13.JPG,13,0.254,Coral Garden S,T2,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4910.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4910\Coral11.JPG,11,0.3353,Coral Garden S,T2,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4914.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4914\Coral21.JPG,21,0.1759,Coral Garden S,T2,2
Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4920.JPG,Coral Garden\2024_AUG_CG_S\2024_AUG_CG_S_T2\GOPR4920\Coral3.JPG,3,0.3044,Coral Garden S,T2,2
